id;title__en;description__en;icon;tags;props__url;props__scheme;props__osi_approved
beerware;Beerware License;;;all;https://fedoraproject.org/wiki/Licensing/Beerware;spdx;
bittorrent-1.0;BitTorrent Open Source License v1.0;;;all,software;http://sources.gentoo.org/cgi-bin/viewvc.cgi/gentoo-x86/licenses/BitTorrent?r1=1.1&r2=1.1.1.1&diff_format=s;spdx;
bittorrent-1.1;BitTorrent Open Source License v1.1;;;all,software;http://directory.fsf.org/wiki/License:BitTorrentOSL1.1;spdx;
blueoak-1.0.0;Blue Oak Model License 1.0.0;;;all;https://blueoakcouncil.org/license/1.0.0;spdx;
borceux;Borceux license;;;all;https://fedoraproject.org/wiki/Licensing/Borceux;spdx;
cal-1.0;Cryptographic Autonomy License 1.0;;;all;http://cryptographicautonomylicense.com/license-text.html;spdx;y
cal-1.0-combined-work-exception;Cryptographic Autonomy License 1.0 (Combined Work Exception);;;all;http://cryptographicautonomylicense.com/license-text.html;spdx;y
catosl-1.1;Computer Associates Trusted Open Source License 1.1;;;all,software;https://opensource.org/licenses/CATOSL-1.1;spdx;y
cc-by-1.0;Creative Commons Attribution 1.0 Generic;;cc-by-icon;all,data;https://creativecommons.org/licenses/by/1.0/legalcode;spdx;
cc-by-2.0;Creative Commons Attribution 2.0 Generic;;cc-by-icon;all,data;https://creativecommons.org/licenses/by/2.0/legalcode;spdx;
cc-by-2.5;Creative Commons Attribution 2.5 Generic;;cc-by-icon;all,data;https://creativecommons.org/licenses/by/2.5/legalcode;spdx;
cc-by-3.0;Creative Commons Attribution 3.0 Unported;;cc-by-icon;all,data;https://creativecommons.org/licenses/by/3.0/legalcode;spdx;
cc-by-3.0-at;Creative Commons Attribution 3.0 Austria;;cc-by-icon;all,data;https://creativecommons.org/licenses/by/3.0/at/legalcode;spdx;
cc-by-3.0-us;Creative Commons Attribution 3.0 United States;;cc-by-icon;all,data;https://creativecommons.org/licenses/by/3.0/us/legalcode;spdx;
cc-by-4.0;Creative Commons Attribution 4.0 International;The Creative Commons Attribution license allows re-distribution and re-use of a licensed work on the condition that the creator is appropriately credited.;cc-by-icon;recommended,all,data;https://creativecommons.org/licenses/by/4.0/legalcode;spdx;
cc-by-nc-1.0;Creative Commons Attribution Non Commercial 1.0 Generic;;cc-by-nc-icon;all,data;https://creativecommons.org/licenses/by-nc/1.0/legalcode;spdx;
cc-by-nc-2.0;Creative Commons Attribution Non Commercial 2.0 Generic;;cc-by-nc-icon;all,data;https://creativecommons.org/licenses/by-nc/2.0/legalcode;spdx;
cc-by-nc-2.5;Creative Commons Attribution Non Commercial 2.5 Generic;;cc-by-nc-icon;all,data;https://creativecommons.org/licenses/by-nc/2.5/legalcode;spdx;
cc-by-nc-3.0;Creative Commons Attribution Non Commercial 3.0 Unported;;cc-by-nc-icon;all,data;https://creativecommons.org/licenses/by-nc/3.0/legalcode;spdx;
cc-by-nc-4.0;Creative Commons Attribution Non Commercial 4.0 International;;cc-by-nc-icon;all,data;https://creativecommons.org/licenses/by-nc/4.0/legalcode;spdx;
cc-by-nc-nd-1.0;Creative Commons Attribution Non Commercial No Derivatives 1.0 Generic;;cc-by-nc-nd-icon;all,data;https://creativecommons.org/licenses/by-nd-nc/1.0/legalcode;spdx;
cc-by-nc-nd-2.0;Creative Commons Attribution Non Commercial No Derivatives 2.0 Generic;;cc-by-nc-nd-icon;all,data;https://creativecommons.org/licenses/by-nc-nd/2.0/legalcode;spdx;
cc-by-nc-nd-2.5;Creative Commons Attribution Non Commercial No Derivatives 2.5 Generic;;cc-by-nc-nd-icon;all,data;https://creativecommons.org/licenses/by-nc-nd/2.5/legalcode;spdx;
cc-by-nc-nd-3.0;Creative Commons Attribution Non Commercial No Derivatives 3.0 Unported;;cc-by-nc-nd-icon;all,data;https://creativecommons.org/licenses/by-nc-nd/3.0/legalcode;spdx;
cc-by-nc-nd-3.0-igo;Creative Commons Attribution Non Commercial No Derivatives 3.0 IGO;;cc-by-nc-nd-icon;all,data;https://creativecommons.org/licenses/by-nc-nd/3.0/igo/legalcode;spdx;
cc-by-nc-nd-4.0;Creative Commons Attribution Non Commercial No Derivatives 4.0 International;;cc-by-nc-nd-icon;all,data;https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode;spdx;
cc-by-nc-sa-1.0;Creative Commons Attribution Non Commercial Share Alike 1.0 Generic;;cc-by-nc-sa-icon;all,data;https://creativecommons.org/licenses/by-nc-sa/1.0/legalcode;spdx;
cc-by-nc-sa-2.0;Creative Commons Attribution Non Commercial Share Alike 2.0 Generic;;cc-by-nc-sa-icon;all,data;https://creativecommons.org/licenses/by-nc-sa/2.0/legalcode;spdx;
cc-by-nc-sa-2.5;Creative Commons Attribution Non Commercial Share Alike 2.5 Generic;;cc-by-nc-sa-icon;all,data;https://creativecommons.org/licenses/by-nc-sa/2.5/legalcode;spdx;
cc-by-nc-sa-3.0;Creative Commons Attribution Non Commercial Share Alike 3.0 Unported;;cc-by-nc-sa-icon;all,data;https://creativecommons.org/licenses/by-nc-sa/3.0/legalcode;spdx;
cc-by-nc-sa-4.0;Creative Commons Attribution Non Commercial Share Alike 4.0 International;;cc-by-nc-sa-icon;all,data;https://creativecommons.org/licenses/by-nc-sa/4.0/legalcode;spdx;
cc-by-nd-1.0;Creative Commons Attribution No Derivatives 1.0 Generic;;cc-by-nd-icon;all,data;https://creativecommons.org/licenses/by-nd/1.0/legalcode;spdx;
cc-by-nd-2.0;Creative Commons Attribution No Derivatives 2.0 Generic;;cc-by-nd-icon;all,data;https://creativecommons.org/licenses/by-nd/2.0/legalcode;spdx;
cc-by-nd-2.5;Creative Commons Attribution No Derivatives 2.5 Generic;;cc-by-nd-icon;all,data;https://creativecommons.org/licenses/by-nd/2.5/legalcode;spdx;
cc-by-nd-3.0;Creative Commons Attribution No Derivatives 3.0 Unported;;cc-by-nd-icon;all,data;https://creativecommons.org/licenses/by-nd/3.0/legalcode;spdx;
cc-by-nd-4.0;Creative Commons Attribution No Derivatives 4.0 International;;cc-by-nd-icon;all,data;https://creativecommons.org/licenses/by-nd/4.0/legalcode;spdx;
cc-by-sa-1.0;Creative Commons Attribution Share Alike 1.0 Generic;;cc-by-sa-icon;all,data;https://creativecommons.org/licenses/by-sa/1.0/legalcode;spdx;
cc-by-sa-2.0;Creative Commons Attribution Share Alike 2.0 Generic;;cc-by-sa-icon;all,data;https://creativecommons.org/licenses/by-sa/2.0/legalcode;spdx;
cc-by-sa-2.0-uk;Creative Commons Attribution Share Alike 2.0 England and Wales;;;all,data;https://creativecommons.org/licenses/by-sa/2.0/uk/legalcode;spdx;
cc-by-sa-2.5;Creative Commons Attribution Share Alike 2.5 Generic;;cc-by-sa-icon;all,data;https://creativecommons.org/licenses/by-sa/2.5/legalcode;spdx;
cc-by-sa-3.0;Creative Commons Attribution Share Alike 3.0 Unported;;cc-by-sa-icon;all,data;https://creativecommons.org/licenses/by-sa/3.0/legalcode;spdx;
cc-by-sa-3.0-at;Creative Commons Attribution-Share Alike 3.0 Austria;;cc-by-sa-icon;all,data;https://creativecommons.org/licenses/by-sa/3.0/at/legalcode;spdx;
cc-by-sa-4.0;Creative Commons Attribution Share Alike 4.0 International;Permits almost any use subject to providing credit and license notice. Frequently used for media assets and educational materials. The most common license for Open Access scientific publications. Not recommended for software.;cc-by-sa-icon;recommended,all,data;https://creativecommons.org/licenses/by-sa/4.0/legalcode;spdx;
cc-pddc;Creative Commons Public Domain Dedication and Certification;;cc-pddc-icon;all;https://creativecommons.org/licenses/publicdomain/;spdx;
cc0-1.0;Creative Commons Zero v1.0 Universal;CC0 waives copyright interest in a work you've created and dedicates it to the world-wide public domain. Use CC0 to opt out of copyright entirely and ensure your work has the widest reach.;cc-cc0-icon;recommended,all,data,software;https://creativecommons.org/publicdomain/zero/1.0/legalcode;spdx;
cddl-1.0;Common Development and Distribution License 1.0;;;all,software;https://opensource.org/licenses/cddl1;spdx;y
cddl-1.1;Common Development and Distribution License 1.1;;;all,software;http://glassfish.java.net/public/CDDL+GPL_1_1.html;spdx;
cdla-permissive-1.0;Community Data License Agreement Permissive 1.0;;;all,data;https://cdla.io/permissive-1-0;spdx;
cdla-sharing-1.0;Community Data License Agreement Sharing 1.0;;;all,data;https://cdla.io/sharing-1-0;spdx;
cecill-1.0;CeCILL Free Software License Agreement v1.0;;;all,software;http://www.cecill.info/licences/Licence_CeCILL_V1-fr.html;spdx;
cecill-1.1;CeCILL Free Software License Agreement v1.1;;;all,software;http://www.cecill.info/licences/Licence_CeCILL_V1.1-US.html;spdx;
cecill-2.0;CeCILL Free Software License Agreement v2.0;;;all,software;http://www.cecill.info/licences/Licence_CeCILL_V2-en.html;spdx;
cecill-2.1;CeCILL Free Software License Agreement v2.1;;;all,software;http://www.cecill.info/licences/Licence_CeCILL_V2.1-en.html;spdx;y
cecill-b;CeCILL-B Free Software License Agreement;;;all,software;http://www.cecill.info/licences/Licence_CeCILL-B_V1-en.html;spdx;
cecill-c;CeCILL-C Free Software License Agreement;;;all,software;http://www.cecill.info/licences/Licence_CeCILL-C_V1-en.html;spdx;
cern-ohl-1.1;CERN Open Hardware Licence v1.1;;;all;https://www.ohwr.org/project/licenses/wikis/cern-ohl-v1.1;spdx;
cern-ohl-1.2;CERN Open Hardware Licence v1.2;;;all;https://www.ohwr.org/project/licenses/wikis/cern-ohl-v1.2;spdx;
cern-ohl-p-2.0;CERN Open Hardware Licence Version 2 - Permissive;;;all;https://www.ohwr.org/project/cernohl/wikis/Documents/CERN-OHL-version-2;spdx;
cern-ohl-s-2.0;CERN Open Hardware Licence Version 2 - Strongly Reciprocal;;;all;https://www.ohwr.org/project/cernohl/wikis/Documents/CERN-OHL-version-2;spdx;
cern-ohl-w-2.0;CERN Open Hardware Licence Version 2 - Weakly Reciprocal;;;all;https://www.ohwr.org/project/cernohl/wikis/Documents/CERN-OHL-version-2;spdx;
cnri-jython;CNRI Jython License;;;all,software;http://www.jython.org/license.html;spdx;
cnri-python;CNRI Python License;;;all,software;https://opensource.org/licenses/CNRI-Python;spdx;y
cnri-python-gpl-compatible;CNRI Python Open Source GPL Compatible License Agreement;;;all,software;http://www.python.org/download/releases/1.6.1/download_win/;spdx;
cpal-1.0;Common Public Attribution License 1.0;;;all,software;https://opensource.org/licenses/CPAL-1.0;spdx;y
cpl-1.0;Common Public License 1.0;;;all;https://opensource.org/licenses/CPL-1.0;spdx;y
cpol-1.02;Code Project Open License 1.02;;;all;http://www.codeproject.com/info/cpol10.aspx;spdx;
cua-opl-1.0;CUA Office Public License v1.0;;;all,software;https://opensource.org/licenses/CUA-OPL-1.0;spdx;y
caldera;Caldera License;;;all;http://www.lemis.com/grog/UNIX/ancient-source-all.pdf;spdx;
clartistic;Clarified Artistic License;;;all;http://gianluca.dellavedova.org/2011/01/03/clarified-artistic-license/;spdx;
condor-1.1;Condor Public License v1.1;;;all;http://research.cs.wisc.edu/condor/license.html#condor;spdx;
crossword;Crossword License;;;all;https://fedoraproject.org/wiki/Licensing/Crossword;spdx;
crystalstacker;CrystalStacker License;;;all;https://fedoraproject.org/wiki/Licensing:CrystalStacker?rd=Licensing/CrystalStacker;spdx;
cube;Cube License;;;all;https://fedoraproject.org/wiki/Licensing/Cube;spdx;
d-fsl-1.0;Deutsche Freie Software Lizenz;;;all,software;http://www.dipp.nrw.de/d-fsl/lizenzen/;spdx;
doc;DOC License;;;all;http://www.cs.wustl.edu/~schmidt/ACE-copying.html;spdx;
dsdp;DSDP License;;;all;https://fedoraproject.org/wiki/Licensing/DSDP;spdx;
dotseqn;Dotseqn License;;;all;https://fedoraproject.org/wiki/Licensing/Dotseqn;spdx;
ecl-1.0;Educational Community License v1.0;;;all,software;https://opensource.org/licenses/ECL-1.0;spdx;y
ecl-2.0;Educational Community License v2.0;;;all,software;https://opensource.org/licenses/ECL-2.0;spdx;y
efl-1.0;Eiffel Forum License v1.0;;;all,software;http://www.eiffel-nice.org/license/forum.txt;spdx;y
efl-2.0;Eiffel Forum License v2.0;;;all,software;http://www.eiffel-nice.org/license/eiffel-forum-license-2.html;spdx;y
epics;EPICS Open License;;;all;https://epics.anl.gov/license/open.php;spdx;
epl-1.0;Eclipse Public License 1.0;;;all,software;http://www.eclipse.org/legal/epl-v10.html;spdx;y
epl-2.0;Eclipse Public License 2.0;;;all,software;https://www.eclipse.org/legal/epl-2.0;spdx;y
eudatagrid;EU DataGrid Software License;;;all,software;http://eu-datagrid.web.cern.ch/eu-datagrid/license.html;spdx;y
eupl-1.0;European Union Public License 1.0;;;all,sofware;http://ec.europa.eu/idabc/en/document/7330.html;spdx;
eupl-1.1;European Union Public License 1.1;;;all,software;https://joinup.ec.europa.eu/software/page/eupl/licence-eupl;spdx;y
eupl-1.2;European Union Public License 1.2;;;all,software;https://joinup.ec.europa.eu/page/eupl-text-11-12;spdx;y
entessa;Entessa Public License v1.0;;;all,software;https://opensource.org/licenses/Entessa;spdx;y
erlpl-1.1;Erlang Public License v1.1;;;all;http://www.erlang.org/EPLICENSE;spdx;
eurosym;Eurosym License;;;all;https://fedoraproject.org/wiki/Licensing/Eurosym;spdx;
fsfap;FSF All Permissive License;;;all;https://www.gnu.org/prep/maintain/html_node/License-Notices-for-Other-Files.html;spdx;
fsful;FSF Unlimited License;;;all;https://fedoraproject.org/wiki/Licensing/FSF_Unlimited_License;spdx;
fsfullr;FSF Unlimited License (with License Retention);;;all;https://fedoraproject.org/wiki/Licensing/FSF_Unlimited_License#License_Retention_Variant;spdx;
ftl;Freetype Project License;;;all;http://freetype.fis.uniroma2.it/FTL.TXT;spdx;
fair;Fair License;;;all,software;http://fairlicense.org/;spdx;y
frameworx-1.0;Frameworx Open License 1.0;;;all,software;https://opensource.org/licenses/Frameworx-1.0;spdx;y
freeimage;FreeImage Public License v1.0;;;all;http://freeimage.sourceforge.net/freeimage-license.txt;spdx;
gfdl-1.1-invariants-only;GNU Free Documentation License v1.1 only - invariants;;;all;https://www.gnu.org/licenses/old-licenses/fdl-1.1.txt;spdx;
gfdl-1.1-invariants-or-later;GNU Free Documentation License v1.1 or later - invariants;;;all;https://www.gnu.org/licenses/old-licenses/fdl-1.1.txt;spdx;
gfdl-1.1-no-invariants-only;GNU Free Documentation License v1.1 only - no invariants;;;all;https://www.gnu.org/licenses/old-licenses/fdl-1.1.txt;spdx;
gfdl-1.1-no-invariants-or-later;GNU Free Documentation License v1.1 or later - no invariants;;;all;https://www.gnu.org/licenses/old-licenses/fdl-1.1.txt;spdx;
gfdl-1.1-only;GNU Free Documentation License v1.1 only;;;all;https://www.gnu.org/licenses/old-licenses/fdl-1.1.txt;spdx;
gfdl-1.1-or-later;GNU Free Documentation License v1.1 or later;;;all;https://www.gnu.org/licenses/old-licenses/fdl-1.1.txt;spdx;
gfdl-1.2-invariants-only;GNU Free Documentation License v1.2 only - invariants;;;all;https://www.gnu.org/licenses/old-licenses/fdl-1.2.txt;spdx;
gfdl-1.2-invariants-or-later;GNU Free Documentation License v1.2 or later - invariants;;;all;https://www.gnu.org/licenses/old-licenses/fdl-1.2.txt;spdx;
gfdl-1.2-no-invariants-only;GNU Free Documentation License v1.2 only - no invariants;;;all;https://www.gnu.org/licenses/old-licenses/fdl-1.2.txt;spdx;
gfdl-1.2-no-invariants-or-later;GNU Free Documentation License v1.2 or later - no invariants;;;all;https://www.gnu.org/licenses/old-licenses/fdl-1.2.txt;spdx;
gfdl-1.2-only;GNU Free Documentation License v1.2 only;;;all;https://www.gnu.org/licenses/old-licenses/fdl-1.2.txt;spdx;
gfdl-1.2-or-later;GNU Free Documentation License v1.2 or later;;;all;https://www.gnu.org/licenses/old-licenses/fdl-1.2.txt;spdx;
gfdl-1.3-invariants-only;GNU Free Documentation License v1.3 only - invariants;;;all;https://www.gnu.org/licenses/fdl-1.3.txt;spdx;
gfdl-1.3-invariants-or-later;GNU Free Documentation License v1.3 or later - invariants;;;all;https://www.gnu.org/licenses/fdl-1.3.txt;spdx;
gfdl-1.3-no-invariants-only;GNU Free Documentation License v1.3 only - no invariants;;;all;https://www.gnu.org/licenses/fdl-1.3.txt;spdx;
gfdl-1.3-no-invariants-or-later;GNU Free Documentation License v1.3 or later - no invariants;;;all;https://www.gnu.org/licenses/fdl-1.3.txt;spdx;
gfdl-1.3-only;GNU Free Documentation License v1.3 only;;;all;https://www.gnu.org/licenses/fdl-1.3.txt;spdx;
gfdl-1.3-or-later;GNU Free Documentation License v1.3 or later;;;all;https://www.gnu.org/licenses/fdl-1.3.txt;spdx;
gl2ps;GL2PS License;;;all;http://www.geuz.org/gl2ps/COPYING.GL2PS;spdx;
glwtpl;Good Luck With That Public License;;;all;https://github.com/me-shaon/GLWTPL/commit/da5f6bc734095efbacb442c0b31e33a65b9d6e85;spdx;
gpl-1.0-only;GNU General Public License v1.0 only;;;all,software;https://www.gnu.org/licenses/old-licenses/gpl-1.0-standalone.html;spdx;
gpl-1.0-or-later;GNU General Public License v1.0 or later;;;all,software;https://www.gnu.org/licenses/old-licenses/gpl-1.0-standalone.html;spdx;
gpl-2.0-only;GNU General Public License v2.0 only;;;all,software;https://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html;spdx;y
gpl-2.0-or-later;GNU General Public License v2.0 or later;;;all,software;https://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html;spdx;y
gpl-3.0-only;GNU General Public License v3.0 only;;;all,software;https://www.gnu.org/licenses/gpl-3.0-standalone.html;spdx;y
gpl-3.0-or-later;GNU General Public License v3.0 or later;Permissions of this strong copyleft license are conditioned on making available complete source code of licensed works and modifications, which include larger works using a licensed work, under the same license. Copyright and license notices must be preserved. Contributors provide an express grant of patent rights.;;recommended,all,software;https://www.gnu.org/licenses/gpl-3.0-standalone.html;spdx;y
giftware;Giftware License;;;all;http://liballeg.org/license.html#allegro-4-the-giftware-license;spdx;
glide;3dfx Glide License;;;all;http://www.users.on.net/~triforce/glidexp/COPYING.txt;spdx;
glulxe;Glulxe License;;;all;https://fedoraproject.org/wiki/Licensing/Glulxe;spdx;
hpnd;Historical Permission Notice and Disclaimer;;;all,software;https://opensource.org/licenses/HPND;spdx;y
hpnd-sell-variant;Historical Permission Notice and Disclaimer - sell variant;;;all,software;https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/tree/net/sunrpc/auth_gss/gss_generic_token.c?h=v4.19;spdx;
htmltidy;HTML Tidy License;;;all;https://github.com/htacg/tidy-html5/blob/next/README/LICENSE.md;spdx;
haskellreport;Haskell Language Report License;;;all;https://fedoraproject.org/wiki/Licensing/Haskell_Language_Report_License;spdx;
hippocratic-2.1;Hippocratic License 2.1;;;all;https://firstdonoharm.dev/version/2/1/license.html;spdx;
ibm-pibs;IBM PowerPC Initialization and Boot Software;;;all,software;"http://git.denx.de/?p=u-boot.git;a=blob;f=arch/powerpc/cpu/ppc4xx/miiphy.c;h=297155fdafa064b955e53e9832de93bfb0cfb85b;hb=9fab4bf4cc077c21e43941866f3f2c196f28670d";spdx;
icu;ICU License;;;all;http://source.icu-project.org/repos/icu/icu/trunk/license.html;spdx;
ijg;Independent JPEG Group License;;;all;http://dev.w3.org/cvsweb/Amaya/libjpeg/Attic/README?rev=1.2;spdx;
ipa;IPA Font License;;;all,software;https://opensource.org/licenses/IPA;spdx;y
ipl-1.0;IBM Public License v1.0;;;all,software;https://opensource.org/licenses/IPL-1.0;spdx;y
isc;ISC License;;;all,software;https://www.isc.org/downloads/software-support-policy/isc-license/;spdx;y
imagemagick;ImageMagick License;;;all;http://www.imagemagick.org/script/license.php;spdx;
imlib2;Imlib2 License;;;all;http://trac.enlightenment.org/e/browser/trunk/imlib2/COPYING;spdx;
info-zip;Info-ZIP License;;;all;http://www.info-zip.org/license.html;spdx;
intel;Intel Open Source License;;;all,software;https://opensource.org/licenses/Intel;spdx;y
intel-acpi;Intel ACPI Software License Agreement;;;all,software;https://fedoraproject.org/wiki/Licensing/Intel_ACPI_Software_License_Agreement;spdx;
interbase-1.0;Interbase Public License v1.0;;;all;https://web.archive.org/web/20060319014854/http://info.borland.com/devsupport/interbase/opensource/IPL.html;spdx;
jpnic;Japan Network Information Center License;;;all;https://gitlab.isc.org/isc-projects/bind9/blob/master/COPYRIGHT#L366;spdx;
json;JSON License;;;all;http://www.json.org/license.html;spdx;
jasper-2.0;JasPer License;;;all;http://www.ece.uvic.ca/~mdadams/jasper/LICENSE;spdx;
lal-1.2;Licence Art Libre 1.2;;;all;http://artlibre.org/licence/lal/licence-art-libre-12/;spdx;
lal-1.3;Licence Art Libre 1.3;;;all;https://artlibre.org/;spdx;
lgpl-2.0-only;GNU Library General Public License v2 only;;;all,software;https://www.gnu.org/licenses/old-licenses/lgpl-2.0-standalone.html;spdx;y
lgpl-2.0-or-later;GNU Library General Public License v2 or later;;;all,software;https://www.gnu.org/licenses/old-licenses/lgpl-2.0-standalone.html;spdx;y
lgpl-2.1-only;GNU Lesser General Public License v2.1 only;;;all,software;https://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html;spdx;y
